date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:16:55	13530/13530	---M--	200	added ('OK')	image/jpeg	etag:%222cc257a-34da-59cc10b8d8b00%22	https://gambolthemes.net/html-items/cursus-new-demo/images/courses/img-19.jpg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/images/courses/img-19.jpg	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:55	20316/20316	---M--	200	added ('OK')	image/jpeg	etag:%222cc2573-4f5c-59cc002ab7c00%22	https://gambolthemes.net/html-items/cursus-new-demo/images/courses/img-12.jpg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/images/courses/img-12.jpg	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:55	14475/14475	---M--	200	added ('OK')	image/jpeg	etag:%222cc2574-388b-59cc005a66c80%22	https://gambolthemes.net/html-items/cursus-new-demo/images/courses/img-13.jpg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/images/courses/img-13.jpg	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:56	22150/22150	---M--	200	added ('OK')	image/jpeg	etag:%222cc257c-5686-59cc135653680%22	https://gambolthemes.net/html-items/cursus-new-demo/images/courses/img-20.jpg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/images/courses/img-20.jpg	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:56	10992/10992	---M--	200	added ('OK')	image/jpeg	etag:%222cc2577-2af0-59cc00aa82980%22	https://gambolthemes.net/html-items/cursus-new-demo/images/courses/img-16.jpg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/images/courses/img-16.jpg	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:57	5001/5001	---M--	200	added ('OK')	image/jpeg	etag:%222cc2594-1389-59cc6b44dab80%22	https://gambolthemes.net/html-items/cursus-new-demo/images/left-imgs/img-10.jpg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/images/left-imgs/img-10.jpg	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:57	105070/105070	---M-Z	200	added ('OK')	text/html	etag:%222cc25fc-19a6e-610333d2d0100-gzip%22	https://gambolthemes.net/html-items/cursus-new-demo/sitemap.html	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/sitemap.html	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:57	1572/1572	---M--	200	added ('OK')	image/svg+xml	etag:%222cc25ad-624-5a3af61627500%22	https://gambolthemes.net/html-items/cursus-new-demo/images/logo1.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/images/logo1.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:58	956/956	---M--	200	added ('OK')	text/javascript	etag:%222cc25e8-3bc-5377dd6753b00%22	https://gambolthemes.net/html-items/cursus-new-demo/js/vertical-responsive-menu.min.js	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/js/vertical-responsive-menu.min.js	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:59	87532/87532	---M--	200	added ('OK')	text/javascript	etag:%222cc25e1-155ec-610092d7a3e00%22	https://gambolthemes.net/html-items/cursus-new-demo/js/jquery-3.7.1.min.js	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/js/jquery-3.7.1.min.js	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:16:59	80663/80663	---M--	200	added ('OK')	text/javascript	etag:%222cc2714-13b17-6055cb836e780%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:17:01	89992/89992	---M--	200	added ('OK')	text/javascript	etag:%222cc260f-15f88-57a69878ef100%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/OwlCarousel/owl.carousel.js	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/OwlCarousel/owl.carousel.js	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:17:02	128571/128571	---M--	200	added ('OK')	text/javascript	etag:%222cc2634-1f63b-5dd28f62b0c80%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/bootstrap-select/docs/docs/dist/js/bootstrap-select.js	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/bootstrap-select/docs/docs/dist/js/bootstrap-select.js	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:17:02	275730/275730	---M--	200	added ('OK')	text/javascript	etag:%222cc29ff-43512-578241e2d6300%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/semantic/semantic.min.js	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/semantic/semantic.min.js	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:17:02	6187/6187	---M--	200	added ('OK')	text/javascript	etag:%222cc25ce-182b-61040445515ce%22	https://gambolthemes.net/html-items/cursus-new-demo/js/custom.js	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/js/custom.js	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:17:02	922/922	---M--	200	added ('OK')	text/javascript	etag:%222cc25e4-39a-5a36c98fbfd80%22	https://gambolthemes.net/html-items/cursus-new-demo/js/night-mode.js	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/js/night-mode.js	(from https://gambolthemes.net/html-items/cursus-new-demo/index.html)
13:17:03	17136/17136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a24-42f0-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:04	7056/7056	---M--	200	added ('OK')	font/woff2	etag:%222cc2a28-1b90-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:04	8540/8540	---M--	200	added ('OK')	font/woff	etag:%222cc2a27-215c-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:05	16964/16964	---M--	200	added ('OK')	font/ttf	etag:%222cc2a26-4244-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.ttf	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.ttf	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:05	16096/16096	---M--	200	added ('OK')	image/svg+xml	etag:%222cc2a25-3ee0-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-0.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:06	13972/13972	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a29-3694-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:06	6748/6748	---M--	200	added ('OK')	font/woff2	etag:%222cc2a2d-1a5c-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:06	8136/8136	---M--	200	added ('OK')	font/woff	etag:%222cc2a2c-1fc8-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:07	13800/13800	---M--	200	added ('OK')	font/ttf	etag:%222cc2a2b-35e8-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.ttf	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.ttf	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:07	13142/13142	---M--	200	added ('OK')	image/svg+xml	etag:%222cc2a2a-3356-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-1.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:07	15448/15448	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a2e-3c58-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:08	6588/6588	---M--	200	added ('OK')	font/woff2	etag:%222cc2a32-19bc-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:08	8032/8032	---M--	200	added ('OK')	font/woff	etag:%222cc2a31-1f60-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:08	15272/15272	---M--	200	added ('OK')	font/ttf	etag:%222cc2a30-3ba8-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.ttf	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.ttf	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:09	14696/14696	---M--	200	added ('OK')	image/svg+xml	etag:%222cc2a2f-3968-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-10.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:09	14488/14488	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a33-3898-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:10	6632/6632	---M--	200	added ('OK')	font/woff2	etag:%222cc2a37-19e8-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:10	8048/8048	---M--	200	added ('OK')	font/woff	etag:%222cc2a36-1f70-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:11	14312/14312	---M--	200	added ('OK')	font/ttf	etag:%222cc2a35-37e8-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.ttf	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.ttf	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:11	13115/13115	---M--	200	added ('OK')	image/svg+xml	etag:%222cc2a34-333b-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-11.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:11	15952/15952	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a38-3e50-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:12	7544/7544	---M--	200	added ('OK')	font/woff2	etag:%222cc2a3c-1d78-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:12	8960/8960	---M--	200	added ('OK')	font/woff	etag:%222cc2a3b-2300-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:13	15776/15776	---M--	200	added ('OK')	font/ttf	etag:%222cc2a3a-3da0-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.ttf	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.ttf	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:13	14948/14948	---M--	200	added ('OK')	image/svg+xml	etag:%222cc2a39-3a64-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-12.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:13	14696/14696	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a3d-3968-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:14	6740/6740	---M--	200	added ('OK')	font/woff2	etag:%222cc2a41-1a54-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:14	8124/8124	---M--	200	added ('OK')	font/woff	etag:%222cc2a40-1fbc-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:14	14520/14520	---M--	200	added ('OK')	font/ttf	etag:%222cc2a3f-38b8-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.ttf	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.ttf	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:18	14032/14032	---M--	200	added ('OK')	image/svg+xml	etag:%222cc2a3e-36d0-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-13.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:18	15852/15852	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a42-3dec-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:19	7132/7132	---M--	200	added ('OK')	font/woff2	etag:%222cc2a46-1bdc-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:19	8556/8556	---M--	200	added ('OK')	font/woff	etag:%222cc2a45-216c-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:20	15676/15676	---M--	200	added ('OK')	font/ttf	etag:%222cc2a44-3d3c-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.ttf	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.ttf	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:20	15967/15967	---M--	200	added ('OK')	image/svg+xml	etag:%222cc2a43-3e5f-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-14.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:20	14580/14580	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a47-38f4-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:23	7048/7048	---M--	200	added ('OK')	font/woff2	etag:%222cc2a4b-1b88-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:23	8480/8480	---M--	200	added ('OK')	font/woff	etag:%222cc2a4a-2120-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:24	14404/14404	---M--	200	added ('OK')	font/ttf	etag:%222cc2a49-3844-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.ttf	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.ttf	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:25	14721/14721	---M--	200	added ('OK')	image/svg+xml	etag:%222cc2a48-3981-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-15.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:25	18624/18624	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a4c-48c0-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:26	7544/7544	---M--	200	added ('OK')	font/woff2	etag:%222cc2a50-1d78-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:26	9296/9296	---M--	200	added ('OK')	font/woff	etag:%222cc2a4f-2450-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:26	18448/18448	---M--	200	added ('OK')	font/ttf	etag:%222cc2a4e-4810-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.ttf	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.ttf	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:27	19846/19846	---M--	200	added ('OK')	image/svg+xml	etag:%222cc2a4d-4d86-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.svg	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-16.svg	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:27	17540/17540	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222cc2a51-4484-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-17.eot	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-17.eot	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:27	8108/8108	---M--	200	added ('OK')	font/woff2	etag:%222cc2a55-1fac-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-17.woff2	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-17.woff2	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
13:17:28	9724/9724	---M--	200	added ('OK')	font/woff	etag:%222cc2a54-25fc-5952143f2d380%22	https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-17.woff	C:/Users/Home/Downloads/project%20lib/gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/fonts/unicons-17.woff	(from https://gambolthemes.net/html-items/cursus-new-demo/vendor/unicons-2.0.1/css/unicons.css)
